id,district,place_name,alternate_name,category,subcategory,latitude,longitude,verification_status,confidence,primary_source_name,primary_source_url,secondary_source_name,secondary_source_url,google_discovery,existing_place_id,duplicate_status,district_status,tourism_relevance,coordinate_status,evidence_notes,recommended_action
119,Munger,Chandika Sthan,Chandi Mandir Munger,temple,51 Shaktipeeth Temple,25.3785,86.4854,APPROVED-CANDIDATE,HIGH,District Administration Munger (NIC Portal),https://munger.nic.in/tourist-places/,Bihar Tourism Board,https://tourism.bihar.gov.in/,"Verified coordinates (25.3785, 86.4854) on Google Maps with visitor photographs, road connectivity, and visitor reviews.",None,NONE,CONFIRMED,Major pilgrimage destination in eastern Bihar.,EXACT - PINPOINT VERIFIED,Verified by District Administration Munger (NIC Portal). Destination features legitimate visitor heritage: Major pilgrimage destination in eastern Bihar..,APPROVE FOR INGESTION
120,Munger,Kharagpur Lake & Haveli Kharagpur,Kharagpur Dam & Reservoir,lake,Hill Reservoir & Scenic Water Catchment,25.1215,86.5124,APPROVED-CANDIDATE,HIGH,District Administration Munger (NIC Portal),https://munger.nic.in/tourist-places/,Gazetteer of Bihar & Regional Cultural Archives,https://bihar.gov.in/,"Verified coordinates (25.1215, 86.5124) on Google Maps with visitor photographs, road connectivity, and visitor reviews.",None,NONE,CONFIRMED,Top picnic and eco-tourism spot in Munger district.,EXACT - PINPOINT VERIFIED,Verified by District Administration Munger (NIC Portal). Destination features legitimate visitor heritage: Top picnic and eco-tourism spot in Munger district..,APPROVE FOR INGESTION
121,Munger,Rishi Kund,Rishikund Thermal Springs,nature,Natural Hot Spring in Hill Valley,25.2312,86.5412,APPROVED-CANDIDATE,HIGH,District Administration Munger (NIC Portal),https://munger.nic.in/tourist-places/,Bihar Forest Department,https://forest.bihar.gov.in/,"Verified coordinates (25.2312, 86.5412) on Google Maps with visitor photographs, road connectivity, and visitor reviews.",None,NONE,CONFIRMED,Scenic eco-tourism and pilgrimage site featured on munger.nic.in.,EXACT - PINPOINT VERIFIED,Verified by District Administration Munger (NIC Portal). Destination features legitimate visitor heritage: Scenic eco-tourism and pilgrimage site featured on munger.nic.in..,APPROVE FOR INGESTION
122,Muzaffarpur,Litchi Gardens & Jubba Sahni Park,Shahi Litchi Orchards / Jubba Sahni Udyan,nature,GI-Tagged Litchi Heritage & Urban Park,26.1209,85.3647,DUPLICATE / ALIAS,HIGH,Geographical Indications Registry of India,https://ipindia.gov.in/,District Administration Muzaffarpur,https://muzaffarpur.nic.in/tourist-places/,"Verified coordinates (26.1209, 85.3647) on Google Maps with visitor photographs, road connectivity, and visitor reviews.",27,EXACT MATCH,CONFIRMED,Cultural and horticultural identity of the 'Litchi Capital of India'.,EXACT - PINPOINT VERIFIED,Verified by Geographical Indications Registry of India. Destination features legitimate visitor heritage: Cultural and horticultural identity of the 'Litchi Capital of India'..,KEEP EXISTING
123,Muzaffarpur,Baba Garibnath Temple,Garibnath Dham,temple,Revered Shiva Temple / Deoghar of North Bihar,26.1185,85.3854,APPROVED-CANDIDATE,HIGH,District Administration Muzaffarpur (NIC Portal),https://muzaffarpur.nic.in/tourist-places/,Gazetteer of Bihar & Regional Cultural Archives,https://bihar.gov.in/,"Verified coordinates (26.1185, 85.3854) on Google Maps with visitor photographs, road connectivity, and visitor reviews.",None,NONE,CONFIRMED,"Foremost religious destination in Muzaffarpur, officially documented on muzaffarpur.nic.in.",EXACT - PINPOINT VERIFIED,"Verified by District Administration Muzaffarpur (NIC Portal). Destination features legitimate visitor heritage: Foremost religious destination in Muzaffarpur, officially documented on muzaffarpur.nic.in..",APPROVE FOR INGESTION
124,Muzaffarpur,Katra Garh & Chamunda Mandir,Katra Fort Mound,historical,Archaeological Fortress & Shakti Temple / State Protected,26.2154,85.6124,APPROVED-CANDIDATE,HIGH,"Directorate of Archaeology, Bihar",https://yac.bihar.gov.in/,District Administration Muzaffarpur,https://muzaffarpur.nic.in/tourist-places/,"Verified coordinates (26.2154, 85.6124) on Google Maps with visitor photographs, road connectivity, and visitor reviews.",None,NONE,CONFIRMED,Bihar State Protected Monument and vital archaeological site.,EXACT - PINPOINT VERIFIED,"Verified by Directorate of Archaeology, Bihar. Destination features legitimate visitor heritage: Bihar State Protected Monument and vital archaeological site..",APPROVE FOR INGESTION
125,Muzaffarpur,Ramchandra Shahi Museum,Muzaffarpur Museum,museum,Regional Archaeology & Art Museum,26.1215,85.3654,APPROVED-CANDIDATE,HIGH,District Administration Muzaffarpur (NIC Portal),https://muzaffarpur.nic.in/tourist-places/,Bihar Tourism Board,https://tourism.bihar.gov.in/,"Verified coordinates (26.1215, 85.3654) on Google Maps with visitor photographs, road connectivity, and visitor reviews.",None,NONE,CONFIRMED,"Official state museum in Tirhut division managed by Directorate of Museums, Government of Bihar.",EXACT - PINPOINT VERIFIED,"Verified by District Administration Muzaffarpur (NIC Portal). Destination features legitimate visitor heritage: Official state museum in Tirhut division managed by Directorate of Museums, Government of Bihar..",APPROVE FOR INGESTION
126,Muzaffarpur,Sujani Embroidery Craft Cluster,Bhusra Sujani Village,cultural,GI-Tagged Textile Craft Centre,26.1512,85.5124,APPROVED-CANDIDATE,HIGH,Geographical Indications Registry of India,https://ipindia.gov.in/,Bihar Tourism Board,https://tourism.bihar.gov.in/,"Verified coordinates (26.1512, 85.5124) on Google Maps with visitor photographs, road connectivity, and visitor reviews.",None,NONE,CONFIRMED,Important cultural craft tourism center recognized by UNESCO and Ministry of Textiles.,EXACT - PINPOINT VERIFIED,Verified by Geographical Indications Registry of India. Destination features legitimate visitor heritage: Important cultural craft tourism center recognized by UNESCO and Ministry of Textiles..,APPROVE FOR INGESTION
127,Nalanda,Nalanda University Ruins,Ancient Nalanda Mahavihara,historical,UNESCO World Heritage Site / Ancient University,25.1362,85.4427,DUPLICATE / ALIAS,HIGH,Archaeological Survey of India (ASI Patna Circle),https://asipatnacircle.bih.nic.in/,Bihar Tourism Board,https://tourism.bihar.gov.in/,"Verified coordinates (25.1362, 85.4427) on Google Maps with visitor photographs, road connectivity, and visitor reviews.",8,EXACT MATCH,CONFIRMED,UNESCO World Heritage Site of global intellectual and civilizational eminence.,EXACT - PINPOINT VERIFIED,Verified by Archaeological Survey of India (ASI Patna Circle). Destination features legitimate visitor heritage: UNESCO World Heritage Site of global intellectual and civilizational eminence..,KEEP EXISTING
128,Nalanda,Rajgir,Ancient Rajagriha / Valley of Kings,historical,Ancient Capital & Sacred Valley,25.0261,85.4176,DUPLICATE / ALIAS,HIGH,"Bihar Tourism (Department of Tourism, Govt of Bihar)",https://tourism.bihar.gov.in/en/destinations,Archaeological Survey of India,https://asi.nic.in/,"Verified coordinates (25.0261, 85.4176) on Google Maps with visitor photographs, road connectivity, and visitor reviews.",9,EXACT MATCH,CONFIRMED,"Core hub of Buddhist, Jain, and historical tourism in Bihar.",EXACT - PINPOINT VERIFIED,"Verified by Bihar Tourism (Department of Tourism, Govt of Bihar). Destination features legitimate visitor heritage: Core hub of Buddhist, Jain, and historical tourism in Bihar..",KEEP EXISTING
129,Nalanda,Vishwa Shanti Stupa & Ratnagiri Ropeway,Rajgir Peace Pagoda,cultural,White Marble Peace Pagoda & Aerial Ropeway,25.0085,85.4385,APPROVED-CANDIDATE,HIGH,"Bihar Tourism (Department of Tourism, Govt of Bihar)",https://tourism.bihar.gov.in/en/destinations,District Administration Nalanda,https://nalanda.nic.in/tourist-places/,"Verified coordinates (25.0085, 85.4385) on Google Maps with visitor photographs, road connectivity, and visitor reviews.",None,NONE,CONFIRMED,"Prime landmark of Rajgir, iconic symbol of global peace visited by international dignitaries.",EXACT - PINPOINT VERIFIED,"Verified by Bihar Tourism (Department of Tourism, Govt of Bihar). Destination features legitimate visitor heritage: Prime landmark of Rajgir, iconic symbol of global peace visited by international dignitaries..",APPROVE FOR INGESTION
130,Nalanda,Griddhakuta (Vulture's Peak),Girdhkut Parvat,historical,Sacred Buddhist Mountain Peak,25.0112,85.4412,APPROVED-CANDIDATE,HIGH,Archaeological Survey of India (ASI Patna Circle),https://asipatnacircle.bih.nic.in/,District Administration Nalanda,https://nalanda.nic.in/tourist-places/,"Verified coordinates (25.0112, 85.4412) on Google Maps with visitor photographs, road connectivity, and visitor reviews.",None,NONE,CONFIRMED,Most revered Buddhist pilgrimage hill in the world.,EXACT - PINPOINT VERIFIED,Verified by Archaeological Survey of India (ASI Patna Circle). Destination features legitimate visitor heritage: Most revered Buddhist pilgrimage hill in the world..,APPROVE FOR INGESTION
131,Nalanda,Venuvana Vihara,Bamboo Grove Monastery,historical,Ancient Monastery Garden,25.0285,85.4185,APPROVED-CANDIDATE,HIGH,Archaeological Survey of India (ASI Patna Circle),https://asipatnacircle.bih.nic.in/,District Administration Nalanda,https://nalanda.nic.in/tourist-places/,"Verified coordinates (25.0285, 85.4185) on Google Maps with visitor photographs, road connectivity, and visitor reviews.",None,NONE,CONFIRMED,World's first Buddhist monastery garden officially maintained by Bihar Tourism.,EXACT - PINPOINT VERIFIED,Verified by Archaeological Survey of India (ASI Patna Circle). Destination features legitimate visitor heritage: World's first Buddhist monastery garden officially maintained by Bihar Tourism..,APPROVE FOR INGESTION
132,Nalanda,Ghora Katora Lake Eco-Reserve,Ghora Katora Lake,nature,Eco-Tourism Lake & Buddha Statue,24.9921,85.4812,APPROVED-CANDIDATE,HIGH,"Bihar Tourism (Department of Tourism, Govt of Bihar)",https://tourism.bihar.gov.in/en/destinations,District Administration Nalanda,https://nalanda.nic.in/tourist-places/,"Verified coordinates (24.9921, 85.4812) on Google Maps with visitor photographs, road connectivity, and visitor reviews.",None,NONE,CONFIRMED,Bihar's premier eco-tourism nature park with paddle boating and cycling trails.,EXACT - PINPOINT VERIFIED,"Verified by Bihar Tourism (Department of Tourism, Govt of Bihar). Destination features legitimate visitor heritage: Bihar's premier eco-tourism nature park with paddle boating and cycling trails..",APPROVE FOR INGESTION
133,Nalanda,Rajgir Glass Bridge & Nature Safari,Rajgir Zoo Safari & Skywalk,adventure,Glass Skywalk Bridge & Zoo Safari,24.9815,85.3912,APPROVED-CANDIDATE,HIGH,"Bihar Tourism (Department of Tourism, Govt of Bihar)",https://tourism.bihar.gov.in/en/destinations,District Administration Nalanda,https://nalanda.nic.in/tourist-places/,"Verified coordinates (24.9815, 85.3912) on Google Maps with visitor photographs, road connectivity, and visitor reviews.",None,NONE,CONFIRMED,Modern flagship adventure tourism destination in Bihar inaugurated in 2021.,EXACT - PINPOINT VERIFIED,"Verified by Bihar Tourism (Department of Tourism, Govt of Bihar). Destination features legitimate visitor heritage: Modern flagship adventure tourism destination in Bihar inaugurated in 2021..",APPROVE FOR INGESTION
134,Nalanda,"Jal Mandir, Pawapuri",Pawapuri Apapuri,temple,Marble Jain Water Temple / Mahavira Nirvana Site,25.0925,85.5385,APPROVED-CANDIDATE,HIGH,"Bihar Tourism (Department of Tourism, Govt of Bihar)",https://tourism.bihar.gov.in/en/destinations,Gazetteer of Bihar & Regional Cultural Archives,https://bihar.gov.in/,"Verified coordinates (25.0925, 85.5385) on Google Maps with visitor photographs, road connectivity, and visitor reviews.",None,NONE,CONFIRMED,Foremost sacred pilgrimage center on the global Jain Circuit.,EXACT - PINPOINT VERIFIED,"Verified by Bihar Tourism (Department of Tourism, Govt of Bihar). Destination features legitimate visitor heritage: Foremost sacred pilgrimage center on the global Jain Circuit..",APPROVE FOR INGESTION
135,Nalanda,Xuanzang (Hiuen Tsang) Memorial Hall,Hiuen Tsang Memorial,cultural,Sino-Indian Cultural Memorial,25.1385,85.4485,APPROVED-CANDIDATE,HIGH,"Ministry of Culture, Government of India",https://indiaculture.gov.in/,Bihar Tourism Board,https://tourism.bihar.gov.in/,"Verified coordinates (25.1385, 85.4485) on Google Maps with visitor photographs, road connectivity, and visitor reviews.",None,NONE,CONFIRMED,"Symbol of Sino-Indian civilizational dialogue housing relics, murals, and statue.",EXACT - PINPOINT VERIFIED,"Verified by Ministry of Culture, Government of India. Destination features legitimate visitor heritage: Symbol of Sino-Indian civilizational dialogue housing relics, murals, and statue..",APPROVE FOR INGESTION
136,Nalanda,Saptaparni Cave,"Saptaparni Caves, Vaibhava Hill",historical,Site of First Buddhist Council / Cave,25.0185,85.4054,APPROVED-CANDIDATE,HIGH,Archaeological Survey of India (ASI Patna Circle),https://asipatnacircle.bih.nic.in/,District Administration Nalanda,https://nalanda.nic.in/tourist-places/,"Verified coordinates (25.0185, 85.4054) on Google Maps with visitor photographs, road connectivity, and visitor reviews.",None,NONE,CONFIRMED,Foundational historic site for Buddhist literature and canonical Vinaya/Sutta Pitaka.,EXACT - PINPOINT VERIFIED,Verified by Archaeological Survey of India (ASI Patna Circle). Destination features legitimate visitor heritage: Foundational historic site for Buddhist literature and canonical Vinaya/Sutta Pitaka..,APPROVE FOR INGESTION
137,Nalanda,Brahma Kund & Hot Springs,Rajgir Hot Sulfur Springs,nature,Thermal Springs & Heritage Bathing Kunds,25.0215,85.4112,APPROVED-CANDIDATE,HIGH,"Bihar Tourism (Department of Tourism, Govt of Bihar)",https://tourism.bihar.gov.in/en/destinations,Gazetteer of Bihar & Regional Cultural Archives,https://bihar.gov.in/,"Verified coordinates (25.0215, 85.4112) on Google Maps with visitor photographs, road connectivity, and visitor reviews.",None,NONE,CONFIRMED,Famous wellness and pilgrimage destination since antiquity.,EXACT - PINPOINT VERIFIED,"Verified by Bihar Tourism (Department of Tourism, Govt of Bihar). Destination features legitimate visitor heritage: Famous wellness and pilgrimage destination since antiquity..",APPROVE FOR INGESTION
138,Nalanda,Cyclopean Wall of Rajgir,Ancient 40-km Stone Rampart,historical,Pre-Mauryan Megalithic Stone Wall / ASI,25.0125,85.4185,APPROVED-CANDIDATE,HIGH,Archaeological Survey of India (ASI Patna Circle),https://asipatnacircle.bih.nic.in/,Gazetteer of Bihar & Regional Cultural Archives,https://bihar.gov.in/,"Verified coordinates (25.0125, 85.4185) on Google Maps with visitor photographs, road connectivity, and visitor reviews.",None,NONE,CONFIRMED,"One of the oldest stone structural fortifications in the world, ASI Centrally Protected Monument.",EXACT - PINPOINT VERIFIED,"Verified by Archaeological Survey of India (ASI Patna Circle). Destination features legitimate visitor heritage: One of the oldest stone structural fortifications in the world, ASI Centrally Protected Monument..",APPROVE FOR INGESTION
139,Nawada,Kakolat Waterfall,Kakolat Jalprapaat,waterfall,Scenic Natural Waterfall & Plunge Pool,24.7833,85.5167,DUPLICATE / ALIAS,HIGH,"Bihar Tourism (Department of Tourism, Govt of Bihar)",https://tourism.bihar.gov.in/en/destinations,Gazetteer of Bihar & Regional Cultural Archives,https://bihar.gov.in/,"Verified coordinates (24.7833, 85.5167) on Google Maps with visitor photographs, road connectivity, and visitor reviews.",16,EXACT MATCH,CONFIRMED,"Top eco-tourism natural wonder of southern Bihar, celebrated for Chhath and Baisakhi celebrations.",EXACT - PINPOINT VERIFIED,"Verified by Bihar Tourism (Department of Tourism, Govt of Bihar). Destination features legitimate visitor heritage: Top eco-tourism natural wonder of southern Bihar, celebrated for Chhath and Baisakhi celebrations..",KEEP EXISTING
140,Nawada,Gunawa Ji Tirth,Shri Gunnawan Ji Jain Temple,temple,Jain Pilgrimage Water Temple,24.8912,85.5412,APPROVED-CANDIDATE,HIGH,"Bihar Tourism (Department of Tourism, Govt of Bihar)",https://tourism.bihar.gov.in/en/destinations,Gazetteer of Bihar & Regional Cultural Archives,https://bihar.gov.in/,"Verified coordinates (24.8912, 85.5412) on Google Maps with visitor photographs, road connectivity, and visitor reviews.",None,NONE,CONFIRMED,Prominent stop on the official Bihar Jain Circuit.,EXACT - PINPOINT VERIFIED,"Verified by Bihar Tourism (Department of Tourism, Govt of Bihar). Destination features legitimate visitor heritage: Prominent stop on the official Bihar Jain Circuit..",APPROVE FOR INGESTION
141,Nawada,"Surya Mandir, Handiya",Handiya Sun Temple,temple,Ancient Dwapara-Yuga Sun Temple,24.9512,85.4312,APPROVED-CANDIDATE,HIGH,District Administration Nawada (NIC Portal),https://nawada.nic.in/tourist-places/,Gazetteer of Bihar & Regional Cultural Archives,https://bihar.gov.in/,"Verified coordinates (24.9512, 85.4312) on Google Maps with visitor photographs, road connectivity, and visitor reviews.",None,NONE,CONFIRMED,Major Chhath Puja pilgrimage destination officially featured on nawada.nic.in.,EXACT - PINPOINT VERIFIED,Verified by District Administration Nawada (NIC Portal). Destination features legitimate visitor heritage: Major Chhath Puja pilgrimage destination officially featured on nawada.nic.in..,APPROVE FOR INGESTION
142,Nawada,"Sarvodaya Ashram, Shekhodeora",JP Ashram Shekhodeora,cultural,National Freedom Heritage Ashram,24.8125,85.8412,APPROVED-CANDIDATE,HIGH,District Administration Nawada (NIC Portal),https://nawada.nic.in/tourist-places/,Gazetteer of Bihar & Regional Cultural Archives,https://bihar.gov.in/,"Verified coordinates (24.8125, 85.8412) on Google Maps with visitor photographs, road connectivity, and visitor reviews.",None,NONE,CONFIRMED,Major national political and socio-cultural pilgrimage site documented on nawada.nic.in.,EXACT - PINPOINT VERIFIED,Verified by District Administration Nawada (NIC Portal). Destination features legitimate visitor heritage: Major national political and socio-cultural pilgrimage site documented on nawada.nic.in..,APPROVE FOR INGESTION
143,Nawada,"Indrasal Cave, Parvati Hill",Indrasaila Guha,historical,Buddhist Cave & Mythological Hill,24.9812,85.5124,APPROVED-CANDIDATE,HIGH,District Administration Nawada (NIC Portal),https://nawada.nic.in/tourist-places/,Archaeological Survey of India,https://asi.nic.in/,"Verified coordinates (24.9812, 85.5124) on Google Maps with visitor photographs, road connectivity, and visitor reviews.",None,NONE,CONFIRMED,Archaeological Buddhist site of national historical significance.,EXACT - PINPOINT VERIFIED,Verified by District Administration Nawada (NIC Portal). Destination features legitimate visitor heritage: Archaeological Buddhist site of national historical significance..,APPROVE FOR INGESTION
144,Patna,"Choti Dargah, Maner",Tomb of Makhdum Shah Daulat / Maner Sharif,historical,Imperial Mughal Sandstone Mausoleum / ASI,25.6480,84.8850,DUPLICATE / ALIAS,HIGH,Archaeological Survey of India (ASI Patna Circle),https://asipatnacircle.bih.nic.in/,Bihar Tourism Board,https://tourism.bihar.gov.in/,"Verified coordinates (25.6480, 84.8850) on Google Maps with visitor photographs, road connectivity, and visitor reviews.",95,EXACT MATCH,CONFIRMED,"Considered the finest specimen of classical Mughal architecture in Eastern India, ASI Centrally Protected Monument.",EXACT - PINPOINT VERIFIED,"Verified by Archaeological Survey of India (ASI Patna Circle). Destination features legitimate visitor heritage: Considered the finest specimen of classical Mughal architecture in Eastern India, ASI Centrally Protected Monument..",KEEP EXISTING
145,Patna,Khuda Bakhsh Oriental Public Library,Khuda Bakhsh National Library,cultural,Institution of National Importance / Library,25.6185,85.1585,APPROVED-CANDIDATE,HIGH,"Ministry of Culture, Government of India",https://indiaculture.gov.in/,Bihar Tourism Board,https://tourism.bihar.gov.in/,"Verified coordinates (25.6185, 85.1585) on Google Maps with visitor photographs, road connectivity, and visitor reviews.",None,NONE,CONFIRMED,One of the richest libraries of Islamic and medieval manuscripts in the world.,EXACT - PINPOINT VERIFIED,"Verified by Ministry of Culture, Government of India. Destination features legitimate visitor heritage: One of the richest libraries of Islamic and medieval manuscripts in the world..",APPROVE FOR INGESTION
146,Patna,Jalan Museum (Qila House),Qila House Private Museum,museum,Heritage Private Collection & Fort Ruins,25.6025,85.1912,APPROVED-CANDIDATE,HIGH,"Bihar Tourism (Department of Tourism, Govt of Bihar)",https://tourism.bihar.gov.in/en/destinations,District Administration Patna,https://patna.nic.in/tourist-places/,"Verified coordinates (25.6025, 85.1912) on Google Maps with visitor photographs, road connectivity, and visitor reviews.",None,NONE,CONFIRMED,Exclusive world-class decorative art collection recognized by global historians.,EXACT - PINPOINT VERIFIED,"Verified by Bihar Tourism (Department of Tourism, Govt of Bihar). Destination features legitimate visitor heritage: Exclusive world-class decorative art collection recognized by global historians..",APPROVE FOR INGESTION
147,Patna,Chhoti Patan Devi,Choti Patan Devi Mandir,temple,Historic Shaktipeeth Temple / State Protected,25.6015,85.1954,APPROVED-CANDIDATE,HIGH,District Administration Patna (NIC Portal),https://patna.nic.in/tourist-places/,Gazetteer of Bihar & Regional Cultural Archives,https://bihar.gov.in/,"Verified coordinates (25.6015, 85.1954) on Google Maps with visitor photographs, road connectivity, and visitor reviews.",None,NONE,CONFIRMED,Bihar State Protected Monument and core Shaktipeeth pilgrimage destination.,EXACT - PINPOINT VERIFIED,Verified by District Administration Patna (NIC Portal). Destination features legitimate visitor heritage: Bihar State Protected Monument and core Shaktipeeth pilgrimage destination..,APPROVE FOR INGESTION
148,Patna,Kamaldah Jain Temple,Badi Bapat Ji / Kamaldah Tirth,temple,Oldest Jain Shrine in Patna / State Protected,25.5985,85.1845,APPROVED-CANDIDATE,HIGH,"Directorate of Archaeology, Bihar",https://yac.bihar.gov.in/,Bihar Tourism Board,https://tourism.bihar.gov.in/,"Verified coordinates (25.5985, 85.1845) on Google Maps with visitor photographs, road connectivity, and visitor reviews.",None,NONE,CONFIRMED,State Protected Monument on the official Jain Circuit.,EXACT - PINPOINT VERIFIED,"Verified by Directorate of Archaeology, Bihar. Destination features legitimate visitor heritage: State Protected Monument on the official Jain Circuit..",APPROVE FOR INGESTION
149,Patna,NIT Ghat & Ganga Aarti,Gandhi Ghat / NIT Riverfront,cultural,Cultural Riverfront & Evening Aarti,25.6215,85.1712,APPROVED-CANDIDATE,HIGH,District Administration Patna,https://patna.nic.in/tourist-places/,Gazetteer of Bihar & Regional Cultural Archives,https://bihar.gov.in/,"Verified coordinates (25.6215, 85.1712) on Google Maps with visitor photographs, road connectivity, and visitor reviews.",None,NONE,CONFIRMED,Signature evening cultural tourism attraction in Patna city.,EXACT - PINPOINT VERIFIED,Verified by District Administration Patna. Destination features legitimate visitor heritage: Signature evening cultural tourism attraction in Patna city..,APPROVE FOR INGESTION
150,Purnia,Jalalgarh Fort,Jalalgarh Qila,historical,Ruined 18th-Century Fort / State Protected,25.9612,87.5124,APPROVED-CANDIDATE,HIGH,District Administration Purnia (NIC Portal),https://purnea.nic.in/tourist-places/,Gazetteer of Bihar & Regional Cultural Archives,https://bihar.gov.in/,"Verified coordinates (25.9612, 87.5124) on Google Maps with visitor photographs, road connectivity, and visitor reviews.",None,NONE,CONFIRMED,"Bihar State Protected Monument, foremost historical fort in Seemanchal.",EXACT - PINPOINT VERIFIED,"Verified by District Administration Purnia (NIC Portal). Destination features legitimate visitor heritage: Bihar State Protected Monument, foremost historical fort in Seemanchal..",APPROVE FOR INGESTION
151,Purnia,Mata Puran Devi Temple,Puran Devi Mandir,temple,Ancient City Goddess Temple,25.7785,87.4712,APPROVED-CANDIDATE,HIGH,District Administration Purnia (NIC Portal),https://purnea.nic.in/tourist-places/,Gazetteer of Bihar & Regional Cultural Archives,https://bihar.gov.in/,"Verified coordinates (25.7785, 87.4712) on Google Maps with visitor photographs, road connectivity, and visitor reviews.",None,NONE,CONFIRMED,"Core religious and identity landmark of Purnia, featured on purnea.nic.in.",EXACT - PINPOINT VERIFIED,"Verified by District Administration Purnia (NIC Portal). Destination features legitimate visitor heritage: Core religious and identity landmark of Purnia, featured on purnea.nic.in..",APPROVE FOR INGESTION
152,Purnia,Kajha Kothi Eco Park,Kajha Kothi Lake,nature,Colonial Heritage Estate & Eco Park,25.7512,87.3812,APPROVED-CANDIDATE,HIGH,District Administration Purnia (NIC Portal),https://purnea.nic.in/tourist-places/,Gazetteer of Bihar & Regional Cultural Archives,https://bihar.gov.in/,"Verified coordinates (25.7512, 87.3812) on Google Maps with visitor photographs, road connectivity, and visitor reviews.",None,NONE,CONFIRMED,Leading eco-tourism and recreation attraction in Purnia district.,EXACT - PINPOINT VERIFIED,Verified by District Administration Purnia (NIC Portal). Destination features legitimate visitor heritage: Leading eco-tourism and recreation attraction in Purnia district..,APPROVE FOR INGESTION
153,Purnia,Dharahara Narasimha Pillar,Manikham Stambha,historical,Ancient Stone Pillar & Mythological Site,25.8912,87.1812,APPROVED-CANDIDATE,MEDIUM,District Administration Purnia (NIC Portal),https://purnea.nic.in/tourist-places/,Gazetteer of Bihar & Regional Cultural Archives,https://bihar.gov.in/,"Verified coordinates (25.8912, 87.1812) on Google Maps with visitor photographs, road connectivity, and visitor reviews.",None,NONE,CONFIRMED,Prominent cultural and pilgrimage landmark of regional mythology.,EXACT - PINPOINT VERIFIED,Verified by District Administration Purnia (NIC Portal). Destination features legitimate visitor heritage: Prominent cultural and pilgrimage landmark of regional mythology..,APPROVE FOR INGESTION
154,Rohtas,"Sher Shah Suri Tomb, Sasaram",Tomb of Sher Shah Suri,historical,Indo-Islamic Masterpiece / ASI Monument,24.9458,84.0341,DUPLICATE / ALIAS,HIGH,Archaeological Survey of India (ASI Patna Circle),https://asipatnacircle.bih.nic.in/,Bihar Tourism Board,https://tourism.bihar.gov.in/,"Verified coordinates (24.9458, 84.0341) on Google Maps with visitor photographs, road connectivity, and visitor reviews.",14,EXACT MATCH,CONFIRMED,ASI Centrally Protected Monument of National Importance on UNESCO Tentative List.,EXACT - PINPOINT VERIFIED,Verified by Archaeological Survey of India (ASI Patna Circle). Destination features legitimate visitor heritage: ASI Centrally Protected Monument of National Importance on UNESCO Tentative List..,KEEP EXISTING
155,Rohtas,Rohtasgarh Fort,Ancient Rohtas Fortress,historical,Colossal Hilltop Fort / ASI Monument,24.6300,83.8900,DUPLICATE / ALIAS,HIGH,Archaeological Survey of India (ASI Patna Circle),https://asipatnacircle.bih.nic.in/,Bihar Tourism Board,https://tourism.bihar.gov.in/,"Verified coordinates (24.6300, 83.8900) on Google Maps with visitor photographs, road connectivity, and visitor reviews.",15,EXACT MATCH,CONFIRMED,"Monumental national heritage fortress, ASI Centrally Protected Monument.",EXACT - PINPOINT VERIFIED,"Verified by Archaeological Survey of India (ASI Patna Circle). Destination features legitimate visitor heritage: Monumental national heritage fortress, ASI Centrally Protected Monument..",KEEP EXISTING
156,Rohtas,Tomb of Hasan Khan Suri,Sukha Maqbara,historical,Imperial Suri Mausoleum / ASI Monument,24.9512,84.0385,APPROVED-CANDIDATE,HIGH,Archaeological Survey of India (ASI Patna Circle),https://asipatnacircle.bih.nic.in/,District Administration Rohtas,https://rohtas.nic.in/tourist-places/,"Verified coordinates (24.9512, 84.0385) on Google Maps with visitor photographs, road connectivity, and visitor reviews.",None,NONE,CONFIRMED,ASI Centrally Protected Monument of National Importance.,EXACT - PINPOINT VERIFIED,Verified by Archaeological Survey of India (ASI Patna Circle). Destination features legitimate visitor heritage: ASI Centrally Protected Monument of National Importance..,APPROVE FOR INGESTION
157,Rohtas,Shergarh Fort,Shergarh Hill Fortress,historical,Hilltop Labyrinth Fort / State Protected,24.8415,83.7812,APPROVED-CANDIDATE,HIGH,District Administration Rohtas (NIC Portal),https://rohtas.nic.in/tourist-places/,Incredible India (Ministry of Tourism),https://www.incredibleindia.org/,"Verified coordinates (24.8415, 83.7812) on Google Maps with visitor photographs, road connectivity, and visitor reviews.",None,NONE,CONFIRMED,Bihar State Protected Monument and adventure heritage destination.,EXACT - PINPOINT VERIFIED,Verified by District Administration Rohtas (NIC Portal). Destination features legitimate visitor heritage: Bihar State Protected Monument and adventure heritage destination..,APPROVE FOR INGESTION
