full_path,filename,extension,size_bytes,category,purpose,referenced_by,dependencies,safe_to_move,is_temporary,secret_present
D:\HiddenYatra\static\uploads\hosts\listings\stay_demo_madhubani_workshop.jpg,stay_demo_madhubani_workshop.jpg,.jpg,209344,G. IMAGES / MEDIA,"Visual media, icon, screenshot, or banner asset",scratch/homestays_dump.json; scratch/populate_demo_stays.py; scripts/seed/seed_homestays.py,None,REVIEW,NO,NO
D:\HiddenYatra\static\uploads\hosts\listings\stay_demo_munger_bedroom.jpg,stay_demo_munger_bedroom.jpg,.jpg,89971,G. IMAGES / MEDIA,"Visual media, icon, screenshot, or banner asset",scratch/homestays_dump.json; scratch/populate_demo_stays.py; scripts/seed/seed_homestays.py,None,REVIEW,NO,NO
D:\HiddenYatra\static\uploads\hosts\listings\stay_demo_munger_cover.jpg,stay_demo_munger_cover.jpg,.jpg,126810,G. IMAGES / MEDIA,"Visual media, icon, screenshot, or banner asset",scratch/homestays_dump.json; scratch/populate_demo_stays.py; scripts/seed/seed_homestays.py; static/data/bihar/homestays.geojson,None,REVIEW,NO,NO
D:\HiddenYatra\static\uploads\hosts\listings\stay_demo_munger_dining.jpg,stay_demo_munger_dining.jpg,.jpg,120607,G. IMAGES / MEDIA,"Visual media, icon, screenshot, or banner asset",scratch/homestays_dump.json; scratch/populate_demo_stays.py; scripts/seed/seed_homestays.py,None,REVIEW,NO,NO
D:\HiddenYatra\static\uploads\hosts\listings\stay_demo_munger_terrace.jpg,stay_demo_munger_terrace.jpg,.jpg,97214,G. IMAGES / MEDIA,"Visual media, icon, screenshot, or banner asset",scratch/homestays_dump.json; scratch/populate_demo_stays.py; scripts/seed/seed_homestays.py,None,REVIEW,NO,NO
D:\HiddenYatra\static\uploads\hosts\listings\stay_demo_patna_bathroom.jpg,stay_demo_patna_bathroom.jpg,.jpg,42178,G. IMAGES / MEDIA,"Visual media, icon, screenshot, or banner asset",scratch/homestays_dump.json; scratch/populate_demo_stays.py; scripts/seed/seed_homestays.py,None,REVIEW,NO,NO
D:\HiddenYatra\static\uploads\hosts\listings\stay_demo_patna_bedroom.jpg,stay_demo_patna_bedroom.jpg,.jpg,115788,G. IMAGES / MEDIA,"Visual media, icon, screenshot, or banner asset",scratch/homestays_dump.json; scratch/populate_demo_stays.py; scripts/seed/seed_homestays.py,None,REVIEW,NO,NO
D:\HiddenYatra\static\uploads\hosts\listings\stay_demo_patna_cover.jpg,stay_demo_patna_cover.jpg,.jpg,100599,G. IMAGES / MEDIA,"Visual media, icon, screenshot, or banner asset",scratch/homestays_dump.json; scratch/populate_demo_stays.py; scripts/seed/seed_homestays.py; static/data/bihar/homestays.geojson,None,REVIEW,NO,NO
D:\HiddenYatra\static\uploads\hosts\listings\stay_demo_patna_living.jpg,stay_demo_patna_living.jpg,.jpg,94919,G. IMAGES / MEDIA,"Visual media, icon, screenshot, or banner asset",scratch/homestays_dump.json; scratch/populate_demo_stays.py; scripts/seed/seed_homestays.py,None,REVIEW,NO,NO
D:\HiddenYatra\static\uploads\hosts\listings\stay_demo_rajgir_bathroom.jpg,stay_demo_rajgir_bathroom.jpg,.jpg,62043,G. IMAGES / MEDIA,"Visual media, icon, screenshot, or banner asset",scratch/homestays_dump.json; scratch/populate_demo_stays.py; scripts/seed/seed_homestays.py,None,REVIEW,NO,NO
D:\HiddenYatra\static\uploads\hosts\listings\stay_demo_rajgir_bedroom.jpg,stay_demo_rajgir_bedroom.jpg,.jpg,84765,G. IMAGES / MEDIA,"Visual media, icon, screenshot, or banner asset",scratch/homestays_dump.json; scratch/populate_demo_stays.py; scripts/seed/seed_homestays.py,None,REVIEW,NO,NO
D:\HiddenYatra\static\uploads\hosts\listings\stay_demo_rajgir_cover.jpg,stay_demo_rajgir_cover.jpg,.jpg,104974,G. IMAGES / MEDIA,"Visual media, icon, screenshot, or banner asset",scratch/homestays_dump.json; scratch/populate_demo_stays.py; scripts/seed/seed_homestays.py; static/data/bihar/homestays.geojson,None,REVIEW,NO,NO
D:\HiddenYatra\static\uploads\hosts\listings\stay_demo_rajgir_garden.jpg,stay_demo_rajgir_garden.jpg,.jpg,148914,G. IMAGES / MEDIA,"Visual media, icon, screenshot, or banner asset",scratch/homestays_dump.json; scratch/populate_demo_stays.py; scripts/seed/seed_homestays.py,None,REVIEW,NO,NO
D:\HiddenYatra\static\uploads\hosts\listings\stay_demo_rohtas_bathroom.jpg,stay_demo_rohtas_bathroom.jpg,.jpg,62043,G. IMAGES / MEDIA,"Visual media, icon, screenshot, or banner asset",scratch/homestays_dump.json; scratch/populate_demo_stays.py; scripts/seed/seed_homestays.py,None,REVIEW,NO,NO
D:\HiddenYatra\static\uploads\hosts\listings\stay_demo_rohtas_bedroom.jpg,stay_demo_rohtas_bedroom.jpg,.jpg,49279,G. IMAGES / MEDIA,"Visual media, icon, screenshot, or banner asset",scratch/homestays_dump.json; scratch/populate_demo_stays.py; scripts/seed/seed_homestays.py,None,REVIEW,NO,NO
D:\HiddenYatra\static\uploads\hosts\listings\stay_demo_rohtas_cover.jpg,stay_demo_rohtas_cover.jpg,.jpg,81313,G. IMAGES / MEDIA,"Visual media, icon, screenshot, or banner asset",scratch/homestays_dump.json; scratch/populate_demo_stays.py; scripts/seed/seed_homestays.py; static/data/bihar/homestays.geojson,None,REVIEW,NO,NO
D:\HiddenYatra\static\uploads\hosts\listings\stay_demo_rohtas_lounge.jpg,stay_demo_rohtas_lounge.jpg,.jpg,53458,G. IMAGES / MEDIA,"Visual media, icon, screenshot, or banner asset",scratch/homestays_dump.json; scratch/populate_demo_stays.py; scripts/seed/seed_homestays.py,None,REVIEW,NO,NO
D:\HiddenYatra\static\uploads\hosts\listings\stay_demo_simultala_bedroom.jpg,stay_demo_simultala_bedroom.jpg,.jpg,62932,G. IMAGES / MEDIA,"Visual media, icon, screenshot, or banner asset",scratch/add_photos_to_existing_stays.py; scratch/homestays_dump.json; scratch/populate_demo_stays.py; scripts/seed/seed_homestays.py,None,REVIEW,NO,NO
D:\HiddenYatra\static\uploads\hosts\listings\stay_demo_simultala_cover.jpg,stay_demo_simultala_cover.jpg,.jpg,70207,G. IMAGES / MEDIA,"Visual media, icon, screenshot, or banner asset",scratch/homestays_dump.json; scratch/populate_demo_stays.py; scripts/seed/seed_homestays.py; static/data/bihar/homestays.geojson,None,REVIEW,NO,NO
D:\HiddenYatra\static\uploads\hosts\listings\stay_demo_simultala_dining.jpg,stay_demo_simultala_dining.jpg,.jpg,140411,G. IMAGES / MEDIA,"Visual media, icon, screenshot, or banner asset",scratch/add_photos_to_existing_stays.py; scratch/homestays_dump.json; scratch/populate_demo_stays.py; scripts/seed/seed_homestays.py,None,REVIEW,NO,NO
D:\HiddenYatra\static\uploads\hosts\listings\stay_demo_simultala_veranda.jpg,stay_demo_simultala_veranda.jpg,.jpg,83621,G. IMAGES / MEDIA,"Visual media, icon, screenshot, or banner asset",scratch/add_photos_to_existing_stays.py; scratch/homestays_dump.json; scratch/populate_demo_stays.py; scripts/seed/seed_homestays.py,None,REVIEW,NO,NO
D:\HiddenYatra\static\uploads\hosts\listings\stay_demo_vaishali_bedroom.jpg,stay_demo_vaishali_bedroom.jpg,.jpg,47700,G. IMAGES / MEDIA,"Visual media, icon, screenshot, or banner asset",scratch/homestays_dump.json; scratch/populate_demo_stays.py; scripts/seed/seed_homestays.py,None,REVIEW,NO,NO
D:\HiddenYatra\static\uploads\hosts\listings\stay_demo_vaishali_courtyard.jpg,stay_demo_vaishali_courtyard.jpg,.jpg,61238,G. IMAGES / MEDIA,"Visual media, icon, screenshot, or banner asset",scratch/homestays_dump.json; scratch/populate_demo_stays.py; scripts/seed/seed_homestays.py,None,REVIEW,NO,NO
D:\HiddenYatra\static\uploads\hosts\listings\stay_demo_vaishali_cover.jpg,stay_demo_vaishali_cover.jpg,.jpg,104018,G. IMAGES / MEDIA,"Visual media, icon, screenshot, or banner asset",scratch/homestays_dump.json; scratch/populate_demo_stays.py; scripts/seed/seed_homestays.py; static/data/bihar/homestays.geojson,None,REVIEW,NO,NO
D:\HiddenYatra\static\uploads\hosts\listings\stay_demo_vaishali_farm.jpg,stay_demo_vaishali_farm.jpg,.jpg,85860,G. IMAGES / MEDIA,"Visual media, icon, screenshot, or banner asset",scratch/homestays_dump.json; scratch/populate_demo_stays.py; scripts/seed/seed_homestays.py,None,REVIEW,NO,NO
D:\HiddenYatra\static\uploads\places\.gitkeep,.gitkeep,,0,G. IMAGES / MEDIA,"Visual media, icon, screenshot, or banner asset",.gitignore; models/connection.py; scripts/seed/restore_original_local_images.py,None,REVIEW,NO,NO
D:\HiddenYatra\static\uploads\places\10_847b0bd5.jpg,10_847b0bd5.jpg,.jpg,45909,G. IMAGES / MEDIA,"Visual media, icon, screenshot, or banner asset",scratch/audit_dump.json; scratch/backup_feature_homestay_booking.sql; scratch/backup_hiddenyatra_20260814_1934.sql; scratch/final_forensic_results.json; scratch/hiddenyatra_prod_backup.sql,None,REVIEW,NO,NO
D:\HiddenYatra\static\uploads\places\13_488a372c.webp,13_488a372c.webp,.webp,602792,G. IMAGES / MEDIA,"Visual media, icon, screenshot, or banner asset",scratch/audit_dump.json; scratch/backup_feature_homestay_booking.sql; scratch/backup_hiddenyatra_20260814_1934.sql; scratch/final_forensic_results.json; scratch/hiddenyatra_prod_backup.sql,None,REVIEW,NO,NO
D:\HiddenYatra\static\uploads\places\16_11d92eea.jpg,16_11d92eea.jpg,.jpg,646505,G. IMAGES / MEDIA,"Visual media, icon, screenshot, or banner asset",scratch/audit_dump.json; scratch/backup_feature_homestay_booking.sql; scratch/backup_hiddenyatra_20260814_1934.sql; scratch/final_forensic_results.json; scratch/hiddenyatra_prod_backup.sql,None,REVIEW,NO,NO
D:\HiddenYatra\static\uploads\places\1_09c59d29.jpg,1_09c59d29.jpg,.jpg,123219,G. IMAGES / MEDIA,"Visual media, icon, screenshot, or banner asset",scratch/audit_dump.json; scratch/backup_feature_homestay_booking.sql; scratch/backup_hiddenyatra_20260814_1934.sql; scratch/final_forensic_results.json; scratch/hiddenyatra_prod_backup.sql,None,REVIEW,NO,NO
D:\HiddenYatra\static\uploads\places\20_b236f532.png,20_b236f532.png,.png,919853,G. IMAGES / MEDIA,"Visual media, icon, screenshot, or banner asset",scratch/audit_dump.json; scratch/backup_feature_homestay_booking.sql; scratch/backup_hiddenyatra_20260814_1934.sql; scratch/final_forensic_results.json; scratch/hiddenyatra_prod_backup.sql,None,REVIEW,NO,NO
D:\HiddenYatra\static\uploads\places\21_a7c0e445.jpg,21_a7c0e445.jpg,.jpg,124777,G. IMAGES / MEDIA,"Visual media, icon, screenshot, or banner asset",scratch/audit_dump.json; scratch/backup_feature_homestay_booking.sql; scratch/backup_hiddenyatra_20260814_1934.sql; scratch/final_forensic_results.json; scratch/hiddenyatra_prod_backup.sql,None,REVIEW,NO,NO
D:\HiddenYatra\static\uploads\places\22_25ee1ef8.jpg,22_25ee1ef8.jpg,.jpg,167086,G. IMAGES / MEDIA,"Visual media, icon, screenshot, or banner asset",scratch/audit_dump.json; scratch/backup_feature_homestay_booking.sql; scratch/backup_hiddenyatra_20260814_1934.sql; scratch/final_forensic_results.json; scratch/hiddenyatra_prod_backup.sql,None,REVIEW,NO,NO
D:\HiddenYatra\static\uploads\places\2_ec793e8f.jpg,2_ec793e8f.jpg,.jpg,149872,G. IMAGES / MEDIA,"Visual media, icon, screenshot, or banner asset",scratch/audit_dump.json; scratch/backup_feature_homestay_booking.sql; scratch/backup_hiddenyatra_20260814_1934.sql; scratch/final_forensic_results.json; scratch/hiddenyatra_prod_backup.sql,None,REVIEW,NO,NO
D:\HiddenYatra\static\uploads\places\30_088730cf.jpeg,30_088730cf.jpeg,.jpeg,242006,G. IMAGES / MEDIA,"Visual media, icon, screenshot, or banner asset",No direct code references found,None,REVIEW,NO,NO
D:\HiddenYatra\static\uploads\places\30_8ae51fee.jpeg,30_8ae51fee.jpeg,.jpeg,113572,G. IMAGES / MEDIA,"Visual media, icon, screenshot, or banner asset",No direct code references found,None,REVIEW,NO,NO
D:\HiddenYatra\static\uploads\places\30_e81fbd8b.jpeg,30_e81fbd8b.jpeg,.jpeg,164534,G. IMAGES / MEDIA,"Visual media, icon, screenshot, or banner asset",No direct code references found,None,REVIEW,NO,NO
D:\HiddenYatra\static\uploads\places\30_ea43f646.jpeg,30_ea43f646.jpeg,.jpeg,159777,G. IMAGES / MEDIA,"Visual media, icon, screenshot, or banner asset",No direct code references found,None,REVIEW,NO,NO
D:\HiddenYatra\static\uploads\places\30_f42f3db5.jpeg,30_f42f3db5.jpeg,.jpeg,170223,G. IMAGES / MEDIA,"Visual media, icon, screenshot, or banner asset",No direct code references found,None,REVIEW,NO,NO
D:\HiddenYatra\static\uploads\places\30_f941eb29.jpeg,30_f941eb29.jpeg,.jpeg,112048,G. IMAGES / MEDIA,"Visual media, icon, screenshot, or banner asset",No direct code references found,None,REVIEW,NO,NO
D:\HiddenYatra\static\uploads\places\3_1c96a8cd.jpg,3_1c96a8cd.jpg,.jpg,312717,G. IMAGES / MEDIA,"Visual media, icon, screenshot, or banner asset",scratch/audit_dump.json; scratch/backup_feature_homestay_booking.sql; scratch/backup_hiddenyatra_20260814_1934.sql; scratch/final_forensic_results.json; scratch/hiddenyatra_prod_backup.sql,None,REVIEW,NO,NO
D:\HiddenYatra\static\uploads\places\44_9d23404b.jpg,44_9d23404b.jpg,.jpg,646505,G. IMAGES / MEDIA,"Visual media, icon, screenshot, or banner asset",scratch/audit_dump.json; scratch/backup_feature_homestay_booking.sql; scratch/backup_hiddenyatra_20260814_1934.sql; scratch/hiddenyatra_prod_backup.sql,None,REVIEW,NO,NO
D:\HiddenYatra\static\uploads\places\57_3edc98f203.png,57_3edc98f203.png,.png,2842119,G. IMAGES / MEDIA,"Visual media, icon, screenshot, or banner asset",scratch/jamui_images_audit.json; scratch/live_images_report.json; scratch/local_district_data.json; scratch/poll_deploy_images.py; scratch/validate_full_demo_flow.py,None,REVIEW,NO,NO
D:\HiddenYatra\static\uploads\places\58_f17d37897e.png,58_f17d37897e.png,.png,2885867,G. IMAGES / MEDIA,"Visual media, icon, screenshot, or banner asset",scratch/jamui_images_audit.json; scratch/live_images_report.json; scratch/local_district_data.json; scratch/verify_all_live_images.py,None,REVIEW,NO,NO
D:\HiddenYatra\static\uploads\places\59_e5277e5586.png,59_e5277e5586.png,.png,2501613,G. IMAGES / MEDIA,"Visual media, icon, screenshot, or banner asset",scratch/jamui_images_audit.json; scratch/live_images_report.json; scratch/local_district_data.json; scratch/verify_all_live_images.py,None,REVIEW,NO,NO
D:\HiddenYatra\static\uploads\places\5_b2d596f3.jpg,5_b2d596f3.jpg,.jpg,240433,G. IMAGES / MEDIA,"Visual media, icon, screenshot, or banner asset",JEHANABAD_38_OF_38_REGRESSION_REPORT.md; JEHANABAD_FINAL_VERIFICATION.md; scratch/audit_dump.json; scratch/backup_feature_homestay_booking.sql; scratch/backup_hiddenyatra_20260814_1934.sql,None,REVIEW,NO,NO
D:\HiddenYatra\static\uploads\places\60_1bc07dc67a.png,60_1bc07dc67a.png,.png,1975860,G. IMAGES / MEDIA,"Visual media, icon, screenshot, or banner asset",scratch/jamui_images_audit.json; scratch/live_images_report.json; scratch/local_district_data.json; scratch/verify_all_live_images.py,None,REVIEW,NO,NO
D:\HiddenYatra\static\uploads\places\61_bb548899fb.png,61_bb548899fb.png,.png,2331490,G. IMAGES / MEDIA,"Visual media, icon, screenshot, or banner asset",scratch/jamui_images_audit.json; scratch/live_images_report.json; scratch/local_district_data.json; scratch/verify_all_live_images.py,None,REVIEW,NO,NO
D:\HiddenYatra\static\uploads\places\62_29ce760efe.png,62_29ce760efe.png,.png,2396423,G. IMAGES / MEDIA,"Visual media, icon, screenshot, or banner asset",scratch/jamui_images_audit.json; scratch/live_images_report.json; scratch/local_district_data.json; scratch/verify_all_live_images.py,None,REVIEW,NO,NO
D:\HiddenYatra\static\uploads\places\63_ac8fa5aa1f.png,63_ac8fa5aa1f.png,.png,2513746,G. IMAGES / MEDIA,"Visual media, icon, screenshot, or banner asset",scratch/jamui_images_audit.json; scratch/live_images_report.json; scratch/local_district_data.json; scratch/verify_all_live_images.py,None,REVIEW,NO,NO
D:\HiddenYatra\static\uploads\places\66_79d4860cda.png,66_79d4860cda.png,.png,2658780,G. IMAGES / MEDIA,"Visual media, icon, screenshot, or banner asset",scratch/jamui_images_audit.json; scratch/live_images_report.json; scratch/local_district_data.json; scratch/verify_all_live_images.py,None,REVIEW,NO,NO
D:\HiddenYatra\static\uploads\places\67_f23ef36559.png,67_f23ef36559.png,.png,2768207,G. IMAGES / MEDIA,"Visual media, icon, screenshot, or banner asset",scratch/jamui_images_audit.json; scratch/live_images_report.json; scratch/local_district_data.json; scratch/verify_all_live_images.py,None,REVIEW,NO,NO
D:\HiddenYatra\static\uploads\places\68_2ab6b2f782.png,68_2ab6b2f782.png,.png,2025142,G. IMAGES / MEDIA,"Visual media, icon, screenshot, or banner asset",scratch/jamui_images_audit.json; scratch/live_images_report.json; scratch/local_district_data.json; scratch/verify_all_live_images.py,None,REVIEW,NO,NO
D:\HiddenYatra\static\uploads\places\69_c29553d1cf.png,69_c29553d1cf.png,.png,1583307,G. IMAGES / MEDIA,"Visual media, icon, screenshot, or banner asset",scratch/jamui_images_audit.json; scratch/live_images_report.json; scratch/local_district_data.json; scratch/verify_all_live_images.py,None,REVIEW,NO,NO
D:\HiddenYatra\static\uploads\places\6_ed71c468.webp,6_ed71c468.webp,.webp,385280,G. IMAGES / MEDIA,"Visual media, icon, screenshot, or banner asset",scratch/audit_dump.json; scratch/backup_feature_homestay_booking.sql; scratch/backup_hiddenyatra_20260814_1934.sql; scratch/final_forensic_results.json; scratch/hiddenyatra_prod_backup.sql,None,REVIEW,NO,NO
D:\HiddenYatra\static\uploads\places\8_6c112dd8.webp,8_6c112dd8.webp,.webp,340128,G. IMAGES / MEDIA,"Visual media, icon, screenshot, or banner asset",scratch/audit_dump.json; scratch/backup_feature_homestay_booking.sql; scratch/backup_hiddenyatra_20260814_1934.sql; scratch/final_forensic_results.json; scratch/hiddenyatra_prod_backup.sql,None,REVIEW,NO,NO
D:\HiddenYatra\static\uploads\places\8_f91e1ec4.jpg,8_f91e1ec4.jpg,.jpg,425633,G. IMAGES / MEDIA,"Visual media, icon, screenshot, or banner asset",No direct code references found,None,REVIEW,NO,NO
D:\HiddenYatra\static\uploads\places\9_a2db8a9a.jpg,9_a2db8a9a.jpg,.jpg,211795,G. IMAGES / MEDIA,"Visual media, icon, screenshot, or banner asset",scratch/audit_dump.json; scratch/backup_feature_homestay_booking.sql; scratch/backup_hiddenyatra_20260814_1934.sql; scratch/final_forensic_results.json; scratch/hiddenyatra_prod_backup.sql,None,REVIEW,NO,NO
D:\HiddenYatra\static\uploads\places\9_fc8bea1e.jpg,9_fc8bea1e.jpg,.jpg,182471,G. IMAGES / MEDIA,"Visual media, icon, screenshot, or banner asset",No direct code references found,None,REVIEW,NO,NO
D:\HiddenYatra\static\uploads\submissions\.gitkeep,.gitkeep,,0,G. IMAGES / MEDIA,"Visual media, icon, screenshot, or banner asset",.gitignore; models/connection.py; scripts/seed/restore_original_local_images.py,None,REVIEW,NO,NO
D:\HiddenYatra\static\uploads\submissions\sub_01c4b931cb.jpeg,sub_01c4b931cb.jpeg,.jpeg,108356,G. IMAGES / MEDIA,"Visual media, icon, screenshot, or banner asset",No direct code references found,None,REVIEW,NO,NO
D:\HiddenYatra\static\uploads\submissions\sub_21e1a098cc.jpeg,sub_21e1a098cc.jpeg,.jpeg,160976,G. IMAGES / MEDIA,"Visual media, icon, screenshot, or banner asset",No direct code references found,None,REVIEW,NO,NO
D:\HiddenYatra\static\uploads\submissions\sub_87afdfe712.jpeg,sub_87afdfe712.jpeg,.jpeg,154358,G. IMAGES / MEDIA,"Visual media, icon, screenshot, or banner asset",No direct code references found,None,REVIEW,NO,NO
D:\HiddenYatra\static\uploads\submissions\sub_99f89fb0fb.jpeg,sub_99f89fb0fb.jpeg,.jpeg,227299,G. IMAGES / MEDIA,"Visual media, icon, screenshot, or banner asset",No direct code references found,None,REVIEW,NO,NO
D:\HiddenYatra\static\uploads\submissions\sub_9db9d70174.jpeg,sub_9db9d70174.jpeg,.jpeg,107099,G. IMAGES / MEDIA,"Visual media, icon, screenshot, or banner asset",No direct code references found,None,REVIEW,NO,NO
D:\HiddenYatra\static\uploads\submissions\sub_b85b7de106.jpeg,sub_b85b7de106.jpeg,.jpeg,150713,G. IMAGES / MEDIA,"Visual media, icon, screenshot, or banner asset",No direct code references found,None,REVIEW,NO,NO
D:\HiddenYatra\templates\403.html,403.html,.html,1057,C. UI / TEMPLATES,Jinja2 HTML view template,app.py; scratch/generate_all_structure_audit_reports.py; scratch/interactive_controls_inventory.json,extends: base.html,REVIEW (MEDIUM-RISK),NO,NO
D:\HiddenYatra\templates\404.html,404.html,.html,1158,C. UI / TEMPLATES,Jinja2 HTML view template,app.py; routes/main.py; routes/places.py; scratch/generate_all_structure_audit_reports.py; scratch/interactive_controls_inventory.json,extends: base.html,REVIEW (MEDIUM-RISK),NO,NO
D:\HiddenYatra\templates\413.html,413.html,.html,541,C. UI / TEMPLATES,Jinja2 HTML view template,app.py; scratch/generate_all_structure_audit_reports.py; scratch/interactive_controls_inventory.json,extends: base.html,REVIEW (MEDIUM-RISK),NO,NO
D:\HiddenYatra\templates\429.html,429.html,.html,1056,C. UI / TEMPLATES,Jinja2 HTML view template,app.py; scratch/generate_all_structure_audit_reports.py; scratch/interactive_controls_inventory.json,extends: base.html,REVIEW (MEDIUM-RISK),NO,NO
D:\HiddenYatra\templates\500.html,500.html,.html,677,C. UI / TEMPLATES,Jinja2 HTML view template,app.py; scratch/generate_all_structure_audit_reports.py; scratch/interactive_controls_inventory.json,extends: base.html,REVIEW (MEDIUM-RISK),NO,NO
D:\HiddenYatra\templates\archaeology.html,archaeology.html,.html,6426,C. UI / TEMPLATES,Jinja2 HTML view template,routes/main.py,extends: base.html,REVIEW (MEDIUM-RISK),NO,NO
D:\HiddenYatra\templates\archaeology_detail.html,archaeology_detail.html,.html,4665,C. UI / TEMPLATES,Jinja2 HTML view template,routes/main.py,extends: base.html,REVIEW (MEDIUM-RISK),NO,NO
D:\HiddenYatra\templates\art_detail.html,art_detail.html,.html,4711,C. UI / TEMPLATES,Jinja2 HTML view template,routes/main.py,extends: base.html,REVIEW (MEDIUM-RISK),NO,NO
D:\HiddenYatra\templates\base.html,base.html,.html,24479,C. UI / TEMPLATES,Jinja2 HTML view template,FINAL_ENGINEERING_REPORT.md; FIXES.md; MAP_FIX_CHANGELOG.md; MAP_FIX_TEST_REPORT.md; UIUX_AUDIT_REPORT.md,static: css/main.min.css; static: css/components.min.css; static: css/animations.min.css; static: logo-icon.svg; static: logo-icon.svg; static: js/app.min.js,REVIEW (MEDIUM-RISK),NO,NO
D:\HiddenYatra\templates\block.html,block.html,.html,2605,C. UI / TEMPLATES,Jinja2 HTML view template,routes/main.py; scratch/generate_all_structure_audit_reports.py,extends: base.html; includes: partials/place_card.html,REVIEW (MEDIUM-RISK),NO,NO
D:\HiddenYatra\templates\browse.html,browse.html,.html,2268,C. UI / TEMPLATES,Jinja2 HTML view template,UIUX_AUDIT_REPORT.md; routes/main.py; routes/stays.py; scratch/generate_all_structure_audit_reports.py; scratch/interactive_controls_inventory.json,extends: base.html,REVIEW (MEDIUM-RISK),NO,NO
D:\HiddenYatra\templates\budget_planner.html,budget_planner.html,.html,9696,C. UI / TEMPLATES,Jinja2 HTML view template,routes/main.py; scratch/generate_all_structure_audit_reports.py,extends: base.html,REVIEW (MEDIUM-RISK),NO,NO
D:\HiddenYatra\templates\circuits.html,circuits.html,.html,4908,C. UI / TEMPLATES,Jinja2 HTML view template,routes/main.py,extends: base.html,REVIEW (MEDIUM-RISK),NO,NO
D:\HiddenYatra\templates\circuit_detail.html,circuit_detail.html,.html,6202,C. UI / TEMPLATES,Jinja2 HTML view template,routes/main.py,extends: base.html,REVIEW (MEDIUM-RISK),NO,NO
D:\HiddenYatra\templates\crafts.html,crafts.html,.html,3556,C. UI / TEMPLATES,Jinja2 HTML view template,routes/main.py; scratch/generate_all_structure_audit_reports.py,extends: base.html,REVIEW (MEDIUM-RISK),NO,NO
D:\HiddenYatra\templates\craft_detail.html,craft_detail.html,.html,7302,C. UI / TEMPLATES,Jinja2 HTML view template,routes/main.py; scratch/generate_all_structure_audit_reports.py,extends: base.html,REVIEW (MEDIUM-RISK),NO,NO
D:\HiddenYatra\templates\dish_detail.html,dish_detail.html,.html,6444,C. UI / TEMPLATES,Jinja2 HTML view template,routes/main.py; scratch/generate_all_structure_audit_reports.py,extends: base.html,REVIEW (MEDIUM-RISK),NO,NO
D:\HiddenYatra\templates\district.html,district.html,.html,28459,C. UI / TEMPLATES,Jinja2 HTML view template,MAP_FIX_CHANGELOG.md; MAP_FIX_TEST_REPORT.md; UIUX_AUDIT_REPORT.md; routes/admin.py; routes/main.py,extends: base.html; includes: partials/place_card.html; static: js/map.js,REVIEW (MEDIUM-RISK),NO,NO
D:\HiddenYatra\templates\eco_pledge.html,eco_pledge.html,.html,4659,C. UI / TEMPLATES,Jinja2 HTML view template,routes/main.py,extends: base.html,REVIEW (MEDIUM-RISK),NO,NO
D:\HiddenYatra\templates\explore_map.html,explore_map.html,.html,77184,C. UI / TEMPLATES,Jinja2 HTML view template,MAP_FIX_CHANGELOG.md; MAP_FIX_TEST_REPORT.md; UIUX_AUDIT_REPORT.md; routes/main.py; scratch/generate_all_structure_audit_reports.py,extends: base.html; static: css/explore-map.css; static: css/map/layer-manager.css; static: css/map/controls.css; static: css/map/mode-dock.css; static: js/map/map-state.js,REVIEW (MEDIUM-RISK),NO,NO
D:\HiddenYatra\templates\festivals.html,festivals.html,.html,5119,C. UI / TEMPLATES,Jinja2 HTML view template,routes/main.py; scratch/generate_all_structure_audit_reports.py,extends: base.html,REVIEW (MEDIUM-RISK),NO,NO
D:\HiddenYatra\templates\festival_detail.html,festival_detail.html,.html,6308,C. UI / TEMPLATES,Jinja2 HTML view template,routes/main.py; scratch/generate_all_structure_audit_reports.py,extends: base.html,REVIEW (MEDIUM-RISK),NO,NO
D:\HiddenYatra\templates\food_culture.html,food_culture.html,.html,13553,C. UI / TEMPLATES,Jinja2 HTML view template,UIUX_AUDIT_REPORT.md; routes/main.py,extends: base.html,REVIEW (MEDIUM-RISK),NO,NO
D:\HiddenYatra\templates\gastronomy.html,gastronomy.html,.html,7607,C. UI / TEMPLATES,Jinja2 HTML view template,routes/main.py; scratch/generate_all_structure_audit_reports.py,extends: base.html,REVIEW (MEDIUM-RISK),NO,NO
D:\HiddenYatra\templates\guides.html,guides.html,.html,7824,C. UI / TEMPLATES,Jinja2 HTML view template,routes/main.py,extends: base.html,REVIEW (MEDIUM-RISK),NO,NO
D:\HiddenYatra\templates\guide_detail.html,guide_detail.html,.html,8355,C. UI / TEMPLATES,Jinja2 HTML view template,routes/main.py,extends: base.html,REVIEW (MEDIUM-RISK),NO,NO
D:\HiddenYatra\templates\index.html,index.html,.html,43034,C. UI / TEMPLATES,Jinja2 HTML view template,FINAL_PRE_SUBMISSION_AUDIT.md; UIUX_AUDIT_REPORT.md; UIUX_FIX_REPORT.md; routes/main.py; scratch/generate_all_structure_audit_reports.py,extends: base.html; includes: partials/place_card.html; includes: partials/place_card.html,REVIEW (MEDIUM-RISK),NO,NO
